reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
04c973ae-8573-491e-a4ab-c8ee5fe345ee,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"very bad , I placed an order almost 2 hours ago , but I didn't receive any update from your app or domino's restaurant.",1,0,25.48.1,2025-12-29 21:46:46,,,25.48.1
ac74dafc-86af-4a90-a73f-c4875c51d139,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love it 😍,5,0,25.47.2,2025-12-29 21:29:50,,,25.47.2
0a72fe67-8e72-4bc2-a68b-7f8bea91f735,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the voucher won't work on me and I'm a new user,1,0,25.47.2,2025-12-29 21:13:01,,,25.47.2
540fbb52-4089-4135-ad61-6dafd3668a1f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Food price is high. vat and other charges,3,0,25.50.1,2025-12-29 20:31:07,,,25.50.1
a5536c23-0847-4eb7-b02a-2c1770ef70fd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,When will you fix the nav bar design?,1,0,25.49.2,2025-12-29 20:30:09,,,25.49.2
982a46c0-9f36-4939-a470-3682a9b919f0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,implement live notification bar on Android,1,0,25.48.1,2025-12-29 20:23:25,,,25.48.1
59e6d1d5-031f-408a-9517-05d91e5435d6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"First using this app,food panda gave me 100 pesos 🫶🏻",5,0,25.47.2,2025-12-29 20:18:05,,,25.47.2
0243f2dc-d75f-4c12-a7c4-6ad1f973e0ed,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"delivery to everything is trash,",1,0,25.39.0,2025-12-29 20:00:11,,,25.39.0
c06d2791-9f64-4297-af15-a9c613fbee83,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very good platform,5,0,25.47.2,2025-12-29 19:52:23,,,25.47.2
353b3ed1-06a1-415d-89d8-6d526ce99351,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Lagi nalang palusot mga riders kulang barya, nababawasan tuloy nga barya namen",1,0,25.48.1,2025-12-29 19:51:23,,,25.48.1
c14ad252-8eaa-4cd8-af7a-08b76341ba42,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"it's easy to use although, it has so many bugs. App thought I was spamming verification codes when there's no code popping in my messages. When I first logged in, I already tried to verify my number. What happened?? It gave me my code, I typed the code didn't work. Now it won't let me verify, I got the money ready and everything and you won't even let me order. Be reasonable, fix your app. Very disappointing from the app we always use to order food from.",1,0,25.48.1,2025-12-29 19:10:32,,,25.48.1
d996f296-5afa-43b7-98fa-2f77d952aa92,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Some riders are rude,1,0,,2025-12-29 18:43:20,,,
e26ece3f-185d-479b-8300-fecf52fd84a1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This feels like a scam. Delivery fees are outrageously high, restaurant choices are limited, and when items are out of stock there is no real solution. If the main meal is canceled, they still deliver useless side dishes with no way to contact the restaurant/support or cancel the order. Who delivers rice and gravy without the meal? Worse, if you cancel, there’s no refund. This system feels designed to trap customers into paying for food they never wanted anymore. 👎👎",1,0,,2025-12-29 18:26:27,,,
8eea084b-582a-4d2a-b388-fd08c48b0d14,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"the app has an issue with customer service, there's no way to contact a representative. I've been having an issue with card payment getting an error but there's no way to get help.",3,0,25.47.2,2025-12-29 18:01:36,,,25.47.2
6f305a36-02f9-402a-887a-4ff768a67bb7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this is the worse app when I ordered a kfc meal location was i8 and driver took the order to f9 but when I ordered it again it said sorry we can't order rn 😐,1,0,25.47.2,2025-12-29 17:54:56,,,25.47.2
6a846c6a-8a75-4d74-8429-123696692a29,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,super,5,0,,2025-12-29 17:06:25,,,
005c542f-3655-4d70-89d8-3bcdd0e60a4a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ordered 4 Fingers via food panda app. food was late. a burger was missing. I WAS REFUNDED $5.84. THE ALA CARTE BURGER IF I AM TO ORDER AGAIN IS $17.70. NOT EVEN INCLUDING THE DELIVERY CHARGE! SO IS THIS 1 OF YOUR SCAM TACTICS?!,1,0,25.49.2,2025-12-29 16:15:25,,,25.49.2
daf3c751-41f5-4444-8955-2c1314bfa580,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,perfect for someone who is lazy people like me to go to store or shop hahaha,5,0,25.49.2,2025-12-29 15:46:54,,,25.49.2
35d2d770-d052-44a4-8631-fb2a3573e942,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,4,0,25.17.0,2025-12-29 15:36:57,,,25.17.0
6108cb03-2291-489b-a649-3c454cb8b24d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is the worst app I've ever seen.not user friendly.,1,0,,2025-12-29 15:23:02,,,
576c5b6c-acca-4662-9772-f841db698b69,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Zindagi m sukon aagya,5,0,25.45.0,2025-12-29 15:14:47,,,25.45.0
8d187c5e-040b-45dd-95e6-4048f2a0d421,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,WORST REFUBD PROCESS EVER,1,0,,2025-12-29 14:56:07,,,
2c5f29de-31e1-4813-a4cd-17e4c023f929,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's very good but mby not enough for a five star,4,0,25.47.2,2025-12-29 14:39:05,,,25.47.2
7e5fd311-b3fa-4e4a-8f2b-c543d8682b5b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love it,5,0,25.48.1,2025-12-29 14:30:37,,,25.48.1
bd04154d-9338-4a4e-9469-519aa3b9e0e9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bestest app for all time 😁❤️,5,0,25.48.1,2025-12-29 14:20:50,,,25.48.1
8c707d25-a76d-412b-97a3-89008cff120e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,items missing hn rider na dia nhi phr phone krna pr kaha kl daita hn aj us din ko bhi 2 days ho gai complain kr kr k thak gai kb sa panda mart use kr rahe tha kabhi aesa nhi hoa bht low hota ja raha ha,1,0,25.48.1,2025-12-29 14:04:53,,,25.48.1
067c413f-b9f7-499c-8155-5b8c6a432e44,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good parpomin,5,0,25.47.2,2025-12-29 13:59:49,,,25.47.2
43ce2249-35b7-4900-a079-2b39ce644b48,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Best app,saya suka",5,0,25.48.1,2025-12-29 13:58:43,,,25.48.1
2925a33e-2a4d-47dd-8f06-cdc832721ca1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"i ordered meal set with a drink but didnt received the drink.. then asked refund from the agent, she said i didnt order the drink.. After i show the receipt and proof then she offered me voucher but i didnt want the voucher, i asked for refund to my bank account.. Her name is jane but im not its her real name or not but im sure shes dumb..",1,0,25.47.2,2025-12-29 12:00:58,,,25.47.2
916e5d7d-97dd-4694-bb31-12975a517eec,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍🏻👍,5,0,,2025-12-29 11:39:49,,,
f3e73277-48a1-4e19-9ff4-fda28377edfc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very useful,5,0,25.48.1,2025-12-29 11:39:33,,,25.48.1
bd0b9d22-8fcb-40bc-9756-21fc238b86c1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,all good's legit,5,0,,2025-12-29 11:11:34,,,
6c141aef-040e-4aba-91c7-132531f68997,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,have many voucher discount all goods,5,0,,2025-12-29 11:08:53,,,
03aa2c85-49e0-4032-9fcb-e5440c61275a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is legit and it can Help you to buy if ever you can't go to the mall or Any Store and I'm sure Foodpanda is the best app for me Because since 2022 I'm pregnant that time and I can't go Jollibee or what and I have no one to please it and Since Foodpanda is very affordable I tried to use this app until now 2025 So easy to order and It's good Because they deliver it door to door😊,5,0,25.47.2,2025-12-29 11:00:00,,,25.47.2
86b926b3-7cec-4acb-9486-35cc3aa42ab1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kute,1,0,25.48.1,2025-12-29 10:53:47,,,25.48.1
e3ffd2ee-f1a4-4322-92e3-9c85ee98fac9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"A really good app, i mean its got everything u need if you want to order. Slight problem is not every restaurants are available and in certain areas food can't be delivered. But it does get the job done so 5 stars!",5,0,25.48.1,2025-12-29 10:37:47,,,25.48.1
26ea049c-4f5d-4cab-a694-780c8530a961,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,HINDI SILA NAG BIBIGAY MINSAN NG SERVICE FEE PAG NAKA COTTA. HINDI LANG AKO KUNDI MARAMI KAMI,1,0,,2025-12-29 10:36:58,,,
76e59717-7a90-4809-a98b-5b284e887378,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Software system problem. Fees are high, but the quality is low.",1,0,,2025-12-29 09:57:33,,,
36072782-4218-4f5a-bafe-3caaea097ac6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Funny how as soon as I got the cashback, the delivery fee suddenly went up. I waited until morning to use it but guess what? It's still expensive. crazyyyyyyy",3,0,,2025-12-29 08:37:44,,,
245db5e4-3376-40e3-97c8-08538c007a22,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"worst delivery app ever my food did not arrive for 2hours I had to go and report it myself that it haven't arrived for 2 hours when normally with other apps it would have flagged my order and cancelled it automatically. Live chat: literally the most useless feature all of the live agent talk like a broken record with no real use all they do is repeat the same words and if you ask for voucher or anything they'll say it's the system, anything you ask they cant do anything because of the system",1,0,25.47.2,2025-12-29 08:25:06,,,25.47.2
7999181a-2c7e-4953-b7fc-1e8835bd3e16,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,25.47.2,2025-12-29 08:20:14,,,25.47.2
554c9b7c-469a-4d24-bcc8-c7644a81a835,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Extremely bad customer service and app. Won't let you unsubscribe or remove card from payment. Feels like extortion.,1,0,25.49.2,2025-12-29 08:16:08,,,25.49.2
7a1ff74e-7930-46f3-a2ad-0e86acd602d6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hi.the food was good and fresh 😋,4,0,,2025-12-29 07:20:06,,,
33ccb259-b7f9-48ad-a20e-f21ed0317691,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,They appointed all the sammer in there healp center to scam people's money. just received an delivery from them where some food item are missing. after i contact there help centre they told me they goanna refund from this i said okay the refund amount was not big only 5usd out of 10usd order. but the agent refund me only 2.3usd and saing Again again he refund 5usd. after i sent him the screenshots of how much i've received he just hang up the chat and leave. note 2 usd dosen't matter for me.,1,0,25.48.1,2025-12-29 04:28:40,,,25.48.1
7421c28b-f14b-49b8-a798-16c7555b4235,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it needs an sms verification. however if your number is outside of Malaysia (ie US phone number) it doesn't send an sms.,1,0,25.47.2,2025-12-29 04:11:48,,,25.47.2
6f658599-c65a-49d2-8a67-3c29a45c2c51,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,25.49.2,2025-12-29 03:48:59,,,25.49.2
5f04e19e-6fe5-4297-8b93-4b27f8e1e7b8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"When my daughter made a complain against a foodpanda rider who collected for her order twice, FoodPanda management did nothing... so disappointed with Foodpanda..",1,0,24.26.0,2025-12-29 03:34:46,,,24.26.0
1c8c6ec3-d1dc-478b-85c4-b29aae8602b2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,please add the live call system and emergency chat with driver,5,0,25.47.2,2025-12-29 01:35:07,,,25.47.2
b4c1a199-57e9-4395-9b2e-e149b707a45b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,worst possible application and delivery service,1,0,25.47.2,2025-12-29 01:18:31,,,25.47.2
45e636fe-4803-46a9-8800-10497e393211,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Foodpanda offers a wide selection of restaurants and quick delivery. The app interface is easy to use, and orders are always accurate. Great service, especially when craving food at home!",5,0,25.47.2,2025-12-29 01:02:21,,,25.47.2
822ece04-f65f-4067-9156-e2a9351e05ef,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best food dlvry app in BD.,5,0,21.01.0,2025-12-29 00:41:39,,,21.01.0
e9e0d0d8-de1c-4b37-a86e-889d1bf48cf9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,,2025-12-28 23:15:19,,,
6f18d446-b16c-4c19-b59b-89de72964518,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"duit dh potong mknn x smpai².. dua kali order bnda sama yg jadi.. elok melingkup laa company mkn harta org.. bnda beli bukan curi, duit kau amik. mknn x smpai²..",1,1,25.48.1,2025-12-28 22:48:25,,,25.48.1
e49cf774-bed4-4621-b6d9-8f1e8ea93cd2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,DONT USE THIS APP AS IT LACKS NECESSARY COMMUNICATION TO THE DRIVER MY ORDER WAS GIVE TO A COMPLETE STRANGER AND PUT DELIVERED EVEN THO I HAVEN'T RECEIVED IT YET IN PERSON.,1,0,25.48.1,2025-12-28 22:47:36,,,25.48.1
0a279e83-76bc-4d15-9696-6aa66e7b67f4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The listed price is at least 15-20% higher than the actual price for all the restaurants. the free delivery option after spending RS 599 has now become useless as it requires to pay 599 after discount/deals/coupon deduction unlike before.,1,0,,2025-12-28 22:33:21,,,
f606fd9e-3abf-431a-a7bc-f78936f82386,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good 👍,4,1,,2025-12-28 22:26:50,,,
abb3b6f5-a31d-4119-a984-57a95af2265d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,too bad app becouse there time managemant is so bad,1,0,,2025-12-28 22:10:18,,,
3cc435ee-5f82-4c0a-ac73-bf4d91647679,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,they are never on time cold food,1,0,25.47.2,2025-12-28 21:42:26,,,25.47.2
2bfac000-1f6b-4edb-9199-f69cb1f51b50,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good Service,5,0,25.47.2,2025-12-28 21:38:25,,,25.47.2
631534bf-1afa-4755-9bcf-d501546db97d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"better use other platform during holiday season. worst service from help center,",1,0,,2025-12-28 21:30:51,,,
a98d38fd-a22c-4146-aba4-c2ca3d9fa5f2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love the app..so far so good,5,0,25.47.2,2025-12-28 20:17:35,,,25.47.2
af30be4c-0736-4f38-bb91-288fe0e8a9ef,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bakwas,1,0,,2025-12-28 19:59:53,,,
cb68922a-3903-452e-a0e3-14971bfb42d2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Placing order is good, every time rider is not in time, app time is running in slow motion.",2,0,25.48.1,2025-12-28 19:35:30,,,25.48.1
